,Indice,id_anony,Anho,Cod.Car.Sec,Nota.Final,Aprobado,1P,2P,Taller,Firma,Derecho a Recuperatorio,Derecho a Final,Primer.Rec,Segundo.Rec,Primer Intento,Segundo Intento,Calificacion,Aprobo
13516,1184.0,es_8877,2019,CIV-PLS13 ,,N,6,0,0,6,False,False,0,0,0.0,0.0,0.0,False
13517,1185.0,es_5451,2019,CIV-PLS13 ,1F-3,S,10,26,0,36,False,False,0,0,3.0,0.0,3.0,True
13518,1186.0,es_6201,2019,MCT-PLS13 ,1F-2,S,12,23,0,35,False,False,0,0,2.0,0.0,2.0,True
13519,1187.0,es_5457,2019,MCT-PLS13 ,1F-3,S,8,23,0,31,False,False,0,0,3.0,0.0,3.0,True
13520,1188.0,es_5461,2019,MCT-PLS13 ,1F-3,S,0,0,0,0,False,False,0,0,3.0,0.0,3.0,True
13521,1189.0,es_3379,2019,CGF-PLS13 ,2F-1,N,12,3,0,15,False,False,30,0,1.0,0.0,1.0,False
13522,1190.0,es_5476,2019,MEC-PLS13 ,1F-3,S,0,0,0,0,False,False,0,0,3.0,0.0,3.0,True
13523,1191.0,es_4869,2019,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
13524,1192.0,es_4498,2019,ELE-PLS13 ,1F-4,S,10,33,0,43,False,False,0,0,4.0,0.0,4.0,True
13525,1193.0,es_4499,2019,ELE-PLS13 ,2F-1,N,0,0,0,0,False,False,30,0,1.0,0.0,1.0,False
13526,1194.0,es_5479,2019,ELE-PLS13 ,"1F-1,2F-1",N,5,0,0,5,False,False,0,0,1.0,1.0,1.0,False
13527,1195.0,es_4870,2019,ELE-PLS13 ,,N,6,21,0,27,False,False,0,0,0.0,0.0,0.0,False
13528,1196.0,es_6233,2019,ELE-PLS13 ,,N,7,0,0,7,False,False,0,0,0.0,0.0,0.0,False
13529,1197.0,es_4503,2019,MCT-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
13530,1198.0,es_4882,2019,ELE-PLS13 ,2F-1,N,2,24,0,26,False,False,24,0,1.0,0.0,1.0,False
13531,1199.0,es_5492,2019,IND-PLS13 ,2F-4,S,16,0,0,16,False,False,44,0,4.0,0.0,4.0,True
13532,1200.0,es_6254,2019,ELE-PLS13 ,1F-4,S,9,31,0,40,False,False,0,0,4.0,0.0,4.0,True
13533,1201.0,es_5497,2019,ELE-PLS13 ,,N,0,13,0,13,False,False,0,0,0.0,0.0,0.0,False
13534,1202.0,es_6270,2019,CIV-PLS13 ,1F-2,S,16,5,0,21,False,False,0,0,2.0,0.0,2.0,True
13535,1203.0,es_5508,2019,MCT-PLS13 ,1F-5,S,17,26,0,43,False,False,0,0,5.0,0.0,5.0,True
13536,1204.0,es_8890,2019,CIV-PLS13 ,1F-2,S,15,0,0,15,False,False,0,0,2.0,0.0,2.0,True
13537,1205.0,es_6282,2019,ELE-PLS13 ,1F-4,S,8,25,0,33,False,False,0,0,4.0,0.0,4.0,True
13538,1206.0,es_6290,2019,ELE-PLS13 ,1F-5,S,11,30,0,41,False,False,0,0,5.0,0.0,5.0,True
13539,1207.0,es_5515,2019,CIV-PLS13 ,1F-3,S,8,0,0,8,False,False,0,0,3.0,0.0,3.0,True
13540,1208.0,es_5533,2019,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
13541,1209.0,es_6317,2019,ELE-PLS13 ,2F-4,S,6,4,0,10,False,False,0,0,4.0,0.0,4.0,True
13542,1210.0,es_4222,2019,ECA-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
13543,1211.0,es_6330,2019,MCT-PLS13 ,1F-4,S,7,24,0,31,False,False,0,0,4.0,0.0,4.0,True
13544,1212.0,es_5547,2019,CIV-PLS13 ,1F-2,S,5,0,0,5,False,False,0,0,2.0,0.0,2.0,True
13545,1213.0,es_5548,2019,CIV-PLS13 ,2F-2,S,15,10,0,25,False,False,0,0,2.0,0.0,2.0,True
13546,1214.0,es_4909,2019,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
13547,1215.0,es_6356,2019,MCT-PLS13 ,,N,7,2,0,9,False,False,0,0,0.0,0.0,0.0,False
13548,1216.0,es_5554,2019,CIV-PLS13 ,2F-3,S,9,29,0,38,False,False,0,0,3.0,0.0,3.0,True
13549,1217.0,es_6359,2019,CIV-PLS13 ,1F-5,S,19,33,0,52,False,False,0,0,5.0,0.0,5.0,True
13550,1218.0,es_6361,2019,MEC-PLS13 ,2F-5,S,0,0,0,0,False,False,56,0,5.0,0.0,5.0,True
13551,1219.0,es_5676,2019,CIV-PLS13 ,,N,4,15,0,19,False,False,0,0,0.0,0.0,0.0,False
13552,1220.0,es_6378,2019,ELE-PLS13 ,1F-1,N,11,21,0,32,False,False,0,0,1.0,0.0,1.0,False
13553,1221.0,es_5565,2019,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
13554,1222.0,es_5677,2019,CIV-PLS13 ,2F-1,N,5,18,0,23,False,False,36,0,1.0,0.0,1.0,False
13555,1223.0,es_6387,2019,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
13556,1224.0,es_4523,2019,CGF-PLS13 ,2F-1,N,0,0,0,0,False,False,0,0,1.0,0.0,1.0,False
13557,1225.0,es_5580,2019,IND-PLS13 ,1F-2,S,7,0,0,7,False,False,0,0,2.0,0.0,2.0,True
13558,1226.0,es_8902,2019,CIV-PLS13 ,2F-5,S,17,26,0,43,False,False,0,0,5.0,0.0,5.0,True
13559,1227.0,es_6434,2019,MEC-PLS13 ,2F-3,S,14,21,0,35,False,False,0,0,3.0,0.0,3.0,True
13560,1228.0,es_8904,2019,MCT-PLS13 ,1F-3,S,10,24,0,34,False,False,0,0,3.0,0.0,3.0,True
13561,1229.0,es_6440,2019,CIV-PLS13 ,1F-5,S,18,36,0,54,False,False,0,0,5.0,0.0,5.0,True
13562,1230.0,es_8826,2019,CIV-PLS13 ,,N,5,0,0,5,False,False,0,0,0.0,0.0,0.0,False
13563,1231.0,es_5593,2019,ELE-PLS13 ,2F-1,N,13,20,0,33,False,False,0,0,1.0,0.0,1.0,False
13564,1232.0,es_5601,2019,ELE-PLS13 ,2F-5,S,16,36,0,52,False,False,0,0,5.0,0.0,5.0,True
13565,1233.0,es_6456,2019,CIV-PLS13 ,1F-2,S,10,16,0,26,False,False,0,0,2.0,0.0,2.0,True
13566,1234.0,es_4946,2019,CIV-PLS13 ,,N,3,0,0,3,False,False,0,0,0.0,0.0,0.0,False
13567,1235.0,es_6480,2019,ELE-PLS13 ,1F-4,S,0,30,0,30,False,False,0,0,4.0,0.0,4.0,True
13568,1236.0,es_8817,2019,CIV-PLS13 ,2F-3,S,3,19,0,22,False,False,0,0,3.0,0.0,3.0,True
16791,1237.0,es_2181,2019,MEC-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16792,1238.0,es_2183,2019,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16793,1239.0,es_9698,2019,ELE-PLS13 ,,N,0,0,0,0,False,False,18,0,0.0,0.0,0.0,False
16794,1240.0,es_2129,2019,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16795,1241.0,es_2441,2019,ELE-PLS13 ,,N,14,18,5,37,False,False,0,0,0.0,0.0,0.0,False
16796,1242.0,es_2019,2019,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16797,1243.0,es_9733,2019,ELE-PLS13 ,,N,8,4,7,19,True,False,0,0,0.0,0.0,0.0,False
16798,1244.0,es_3106,2019,MEC-PLS13 ,,N,9,11,7,27,True,False,14,0,0.0,0.0,0.0,False
16799,1245.0,es_3449,2019,CGF-PLS13 ,1F-1,N,0,0,0,0,False,False,0,0,1.0,0.0,1.0,False
16800,1246.0,es_9734,2019,ELE-PLS13 ,1F-5,S,22,35,8,65,True,True,0,0,5.0,0.0,5.0,True
16801,1247.0,es_3648,2019,IND-PLS13 ,1F-1,N,21,8,9,38,True,True,0,0,1.0,0.0,1.0,False
16802,1248.0,es_7202,2019,CIV-PLS13 ,1F-1,N,12,21,7,40,True,True,0,0,1.0,0.0,1.0,False
16803,1249.0,es_7539,2019,MCT-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16804,1250.0,es_7540,2019,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16805,1251.0,es_3679,2019,CGF-PLS13 ,,N,6,0,0,6,False,False,0,0,0.0,0.0,0.0,False
16806,1252.0,es_8180,2019,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16807,1253.0,es_3682,2019,ELE-PLS13 ,,N,5,0,0,5,False,False,0,0,0.0,0.0,0.0,False
16808,1254.0,es_3476,2019,ECA-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16809,1255.0,es_7542,2019,CGF-PLS13 ,,N,5,0,5,10,False,False,0,0,0.0,0.0,0.0,False
16810,1256.0,es_7543,2019,CGF-PLS13 ,1F-1,N,10,22,10,42,True,True,0,0,1.0,0.0,1.0,False
16811,1257.0,es_6559,2019,CIV-PLS13 ,1F-5,S,18,32,10,60,True,True,0,0,5.0,0.0,5.0,True
16812,1258.0,es_7260,2019,ELE-PLS13 ,,N,7,16,7,30,True,False,0,0,0.0,0.0,0.0,False
16813,1259.0,es_7204,2019,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16814,1260.0,es_7546,2019,MCT-PLS13 ,,N,5,0,5,10,False,False,0,0,0.0,0.0,0.0,False
16815,1261.0,es_7261,2019,CIV-PLS13 ,,N,3,0,4,7,False,False,0,0,0.0,0.0,0.0,False
16816,1262.0,es_3574,2019,MEC-PLS13 ,,N,9,10,4,23,False,False,0,0,0.0,0.0,0.0,False
16817,1263.0,es_6576,2019,IND-PLS13 ,,N,17,12,9,38,True,True,0,0,0.0,0.0,0.0,False
16818,1264.0,es_7274,2019,ELE-PLS13 ,,N,12,18,7,37,True,True,0,0,0.0,0.0,0.0,False
16819,1265.0,es_7572,2019,CIV-PLS13 ,,N,9,0,2,11,False,False,0,0,0.0,0.0,0.0,False
16820,1266.0,es_7210,2019,ELE-PLS13 ,,N,4,0,0,4,False,False,0,0,0.0,0.0,0.0,False
16821,1267.0,es_7115,2019,CIV-PLS13 ,,N,10,9,9,28,True,False,26,0,0.0,0.0,0.0,False
16822,1268.0,es_7280,2019,MEC-PLS13 ,,N,2,0,0,2,False,False,0,0,0.0,0.0,0.0,False
16823,1269.0,es_7282,2019,ELE-PLS13 ,,N,11,5,9,25,True,False,42,0,0.0,0.0,0.0,False
16824,1270.0,es_7579,2019,MCT-PLS13 ,,N,8,7,0,15,False,False,4,0,0.0,0.0,0.0,False
16825,1271.0,es_6591,2019,ELE-PLS13 ,,N,5,17,7,29,True,False,24,0,0.0,0.0,0.0,False
16826,1272.0,es_7744,2019,ELE-PLS13 ,1F-3,S,16,26,8,50,True,True,0,0,3.0,0.0,3.0,True
16827,1273.0,es_7583,2019,MCT-PLS13 ,,N,7,2,6,15,True,False,0,0,0.0,0.0,0.0,False
16828,1274.0,es_6595,2019,CIV-PLS13 ,,N,4,6,9,19,True,False,0,0,0.0,0.0,0.0,False
16829,1275.0,es_2326,2019,ELE-PLS13 ,,N,4,0,0,4,False,False,0,0,0.0,0.0,0.0,False
16830,1276.0,es_7301,2019,ECA-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16831,1277.0,es_6603,2019,IND-PLS13 ,,N,3,19,6,28,True,False,24,0,0.0,0.0,0.0,False
16832,1278.0,es_7302,2019,CIV-PLS13 ,,N,17,18,9,44,True,True,28,0,0.0,0.0,0.0,False
16833,1279.0,es_3579,2019,ELE-PLS13 ,1F-2,S,11,25,9,45,True,True,0,0,2.0,0.0,2.0,True
16834,1280.0,es_7595,2019,MEC-PLS13 ,,N,2,0,2,4,False,False,0,0,0.0,0.0,0.0,False
16835,1281.0,es_6611,2019,CIV-PLS13 ,1F-1,N,18,14,8,40,True,True,0,0,1.0,0.0,1.0,False
16836,1282.0,es_7755,2019,MEC-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16837,1283.0,es_7601,2019,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16838,1284.0,es_7602,2019,CIV-PLS13 ,,N,5,0,0,5,False,False,0,0,0.0,0.0,0.0,False
16839,1285.0,es_6623,2019,ELE-PLS13 ,,N,11,6,8,25,True,False,32,0,0.0,0.0,0.0,False
16840,1286.0,es_6630,2019,ELE-PLS13 ,1F-5,S,15,13,0,28,False,False,0,0,5.0,0.0,5.0,True
16841,1287.0,es_6634,2019,MCT-PLS13 ,1F-3,S,0,0,0,0,False,False,0,0,3.0,0.0,3.0,True
16842,1288.0,es_7603,2019,MEC-PLS13 ,1F-4,S,18,23,8,49,True,True,0,0,4.0,0.0,4.0,True
16843,1289.0,es_9735,2019,MCT-PLS13 ,1F-5,S,23,27,10,60,True,True,0,0,5.0,0.0,5.0,True
16844,1290.0,es_7179,2019,MEC-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16845,1291.0,es_6638,2019,CIV-PLS13 ,,N,15,16,8,39,True,True,28,0,0.0,0.0,0.0,False
16846,1292.0,es_9611,2019,CIV-PLS13 ,1F-3,S,10,26,10,46,True,True,0,0,3.0,0.0,3.0,True
16847,1293.0,es_8349,2019,CIV-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16848,1294.0,es_7254,2019,ELE-PLS13 ,1F-2,S,10,0,0,10,False,False,0,0,2.0,0.0,2.0,True
16849,1295.0,es_7335,2019,ELE-PLS13 ,,N,8,0,0,8,False,False,0,0,0.0,0.0,0.0,False
16850,1296.0,es_6652,2019,ELE-PLS13 ,,N,6,15,10,31,True,False,14,0,0.0,0.0,0.0,False
16851,1297.0,es_2348,2019,MEC-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16852,1298.0,es_7607,2019,ECA-PLS13 ,,N,0,0,5,5,False,False,0,0,0.0,0.0,0.0,False
16853,1299.0,es_6654,2019,IND-PLS13 ,,N,9,9,9,27,True,False,26,0,0.0,0.0,0.0,False
16854,1300.0,es_7339,2019,CGF-PLS13 ,,N,11,1,0,12,False,False,14,0,0.0,0.0,0.0,False
16855,1301.0,es_9736,2019,ELE-PLS13 ,1F-4,S,10,34,6,50,True,True,0,0,4.0,0.0,4.0,True
16856,1302.0,es_6659,2019,CIV-PLS13 ,1F-3,S,16,21,9,46,True,True,0,0,3.0,0.0,3.0,True
16857,1303.0,es_7611,2019,ELE-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16858,1304.0,es_7343,2019,CIV-PLS13 ,,N,14,14,3,31,False,False,12,0,0.0,0.0,0.0,False
16859,1305.0,es_7612,2019,ELE-PLS13 ,1F-1,N,14,18,9,41,True,True,0,0,1.0,0.0,1.0,False
16860,1306.0,es_6662,2019,ELE-PLS13 ,,N,13,9,8,30,True,False,16,0,0.0,0.0,0.0,False
16861,1307.0,es_9737,2019,MEC-PLS13 ,1F-4,S,22,19,10,51,True,True,0,0,4.0,0.0,4.0,True
16862,1308.0,es_6667,2019,CIV-PLS13 ,,N,16,18,8,42,True,True,0,0,0.0,0.0,0.0,False
16863,1309.0,es_6668,2019,CIV-PLS13 ,1F-1,N,9,25,7,41,True,True,0,0,1.0,0.0,1.0,False
16864,1310.0,es_6669,2019,ELE-PLS13 ,1F-2,S,17,20,6,43,True,True,0,0,2.0,0.0,2.0,True
16865,1311.0,es_9738,2019,CIV-PLS13 ,,N,4,17,8,29,True,False,6,0,0.0,0.0,0.0,False
16866,1312.0,es_7615,2019,MEC-PLS13 ,1F-1,N,15,14,8,37,True,True,0,0,1.0,0.0,1.0,False
16867,1313.0,es_9739,2019,CIV-PLS13 ,1F-5,S,17,27,10,54,True,True,0,0,5.0,0.0,5.0,True
16868,1314.0,es_9740,2019,CIV-PLS13 ,1F-5,S,17,28,9,54,True,True,0,0,5.0,0.0,5.0,True
16869,1315.0,es_6679,2019,CIV-PLS13 ,1F-3,S,23,20,0,43,False,False,0,0,3.0,0.0,3.0,True
16870,1316.0,es_7181,2019,CIV-PLS13 ,1F-3,S,9,29,8,46,True,True,0,0,3.0,0.0,3.0,True
16871,1317.0,es_7130,2019,IND-PLS13 ,1F-2,S,12,25,9,46,True,True,0,0,2.0,0.0,2.0,True
16872,1318.0,es_6686,2019,IND-PLS13 ,1F-5,S,23,25,9,57,True,True,0,0,5.0,0.0,5.0,True
16873,1319.0,es_6687,2019,IND-PLS13 ,1F-3,S,17,23,9,49,True,True,0,0,3.0,0.0,3.0,True
16874,1320.0,es_9741,2019,ELE-PLS13 ,1F-5,S,24,26,10,60,True,True,0,0,5.0,0.0,5.0,True
16875,1321.0,es_6692,2019,ELE-PLS13 ,1F-3,S,22,23,5,50,False,False,0,0,3.0,0.0,3.0,True
16876,1322.0,es_6693,2019,CIV-PLS13 ,1F-1,N,17,19,8,44,True,True,0,0,1.0,0.0,1.0,False
16877,1323.0,es_9614,2019,CIV-PLS13 ,1F-1,N,7,24,6,37,True,True,0,0,1.0,0.0,1.0,False
16878,1324.0,es_7617,2019,CIV-PLS13 ,1F-1,N,12,16,0,28,False,False,0,0,1.0,0.0,1.0,False
16879,1325.0,es_6694,2019,CGF-PLS13 ,,N,6,12,10,28,True,False,22,0,0.0,0.0,0.0,False
16880,1326.0,es_6695,2019,CIV-PLS13 ,1F-1,N,18,8,9,35,True,True,0,0,1.0,0.0,1.0,False
16881,1327.0,es_6697,2019,CIV-PLS13 ,1F-5,S,17,25,10,52,True,True,0,0,5.0,0.0,5.0,True
16882,1328.0,es_9742,2019,IND-PLS13 ,1F-4,S,21,34,6,61,True,True,0,0,4.0,0.0,4.0,True
16883,1329.0,es_9743,2019,CIV-PLS13 ,1F-5,S,19,33,8,60,True,True,0,0,5.0,0.0,5.0,True
16884,1330.0,es_9744,2019,CIV-PLS13 ,1F-1,N,11,26,10,47,True,True,0,0,1.0,0.0,1.0,False
16885,1331.0,es_9745,2019,CIV-PLS13 ,1F-5,S,24,23,9,56,True,True,0,0,5.0,0.0,5.0,True
16886,1332.0,es_9746,2019,CIV-PLS13 ,1F-2,S,15,23,8,46,True,True,0,0,2.0,0.0,2.0,True
16887,1333.0,es_9616,2019,CIV-PLS13 ,1F-3,S,17,29,7,53,True,True,0,0,3.0,0.0,3.0,True
16888,1334.0,es_9729,2019,CIV-PLS13 ,1F-1,N,18,17,7,42,True,True,0,0,1.0,0.0,1.0,False
16889,1335.0,es_9747,2019,MCT-PLS13 ,,N,15,1,9,25,True,False,26,0,0.0,0.0,0.0,False
16890,1336.0,es_9748,2019,ELE-PLS13 ,1F-5,S,24,30,10,64,True,True,0,0,5.0,0.0,5.0,True
16891,1337.0,es_6709,2019,ELE-PLS13 ,1F-1,N,6,21,8,35,True,True,0,0,1.0,0.0,1.0,False
16892,1338.0,es_9619,2019,CIV-PLS13 ,,N,11,21,9,41,True,True,16,0,0.0,0.0,0.0,False
16893,1339.0,es_7624,2019,CGF-PLS13 ,1F-3,S,0,0,0,0,False,False,0,0,3.0,0.0,3.0,True
16894,1340.0,es_6721,2019,CIV-PLS13 ,,N,3,20,5,28,False,False,30,0,0.0,0.0,0.0,False
16895,1341.0,es_9749,2019,CIV-PLS13 ,1F-5,S,17,19,8,44,True,True,0,0,5.0,0.0,5.0,True
16896,1342.0,es_8357,2019,CIV-PLS13 ,,N,0,0,3,3,False,False,0,0,0.0,0.0,0.0,False
16897,1343.0,es_3814,2019,MEC-PLS13 ,,N,8,11,4,23,False,False,6,0,0.0,0.0,0.0,False
16898,1344.0,es_9750,2019,ELE-PLS13 ,1F-4,S,19,27,10,56,True,True,0,0,4.0,0.0,4.0,True
16899,1345.0,es_9751,2019,MCT-PLS13 ,1F-5,S,24,30,10,64,True,True,0,0,5.0,0.0,5.0,True
16900,1346.0,es_6729,2019,CIV-PLS13 ,,N,6,0,2,8,False,False,0,0,0.0,0.0,0.0,False
16901,1347.0,es_6734,2019,CIV-PLS13 ,1F-1,N,7,25,10,42,True,True,0,0,1.0,0.0,1.0,False
16902,1348.0,es_6735,2019,MCT-PLS13 ,,N,7,14,9,30,True,False,36,0,0.0,0.0,0.0,False
16903,1349.0,es_7630,2019,ELE-PLS13 ,,N,11,0,3,14,False,False,0,0,0.0,0.0,0.0,False
16904,1350.0,es_9752,2019,MCT-PLS13 ,1F-4,S,19,23,9,51,True,True,0,0,4.0,0.0,4.0,True
16905,1351.0,es_6738,2019,CIV-PLS13 ,1F-4,S,16,26,0,42,False,False,0,0,4.0,0.0,4.0,True
16906,1352.0,es_9753,2019,CIV-PLS13 ,1F-3,S,14,21,9,44,True,True,0,0,3.0,0.0,3.0,True
16907,1353.0,es_6744,2019,CIV-PLS13 ,1F-3,S,18,24,10,52,True,True,0,0,3.0,0.0,3.0,True
16908,1354.0,es_9754,2019,CIV-PLS13 ,1F-5,S,18,25,10,53,True,True,0,0,5.0,0.0,5.0,True
16909,1355.0,es_9624,2019,CIV-PLS13 ,,N,11,0,0,11,False,False,0,0,0.0,0.0,0.0,False
16910,1356.0,es_9755,2019,ELE-PLS13 ,1F-4,S,18,23,10,51,True,True,0,0,4.0,0.0,4.0,True
16911,1357.0,es_9756,2019,CIV-PLS13 ,1F-4,S,10,27,8,45,True,True,0,0,4.0,0.0,4.0,True
16912,1358.0,es_3819,2019,MEC-PLS13 ,,N,0,0,0,0,False,False,0,0,0.0,0.0,0.0,False
16913,1359.0,es_9757,2019,CIV-PLS13 ,1F-2,S,16,20,9,45,True,True,0,0,2.0,0.0,2.0,True
16914,1360.0,es_2369,2019,CIV-PLS13 ,1F-1,N,0,0,0,0,False,False,0,0,1.0,0.0,1.0,False
16915,1361.0,es_6759,2019,MEC-PLS13 ,1F-1,N,16,18,3,37,False,False,0,0,1.0,0.0,1.0,False
16916,1362.0,es_9758,2019,MCT-PLS13 ,1F-5,S,14,33,9,56,True,True,0,0,5.0,0.0,5.0,True
16917,1363.0,es_6762,2019,CIV-PLS13 ,1F-1,N,12,24,9,45,True,True,0,0,1.0,0.0,1.0,False
16918,1364.0,es_9759,2019,CIV-PLS13 ,1F-2,S,16,17,8,41,True,True,0,0,2.0,0.0,2.0,True
16919,1365.0,es_6768,2019,CIV-PLS13 ,1F-3,S,11,26,9,46,True,True,0,0,3.0,0.0,3.0,True
16920,1366.0,es_9760,2019,ELE-PLS13 ,1F-5,S,18,27,10,55,True,True,0,0,5.0,0.0,5.0,True
16921,1367.0,es_7636,2019,ELE-PLS13 ,,N,3,0,2,5,False,False,0,0,0.0,0.0,0.0,False
16922,1368.0,es_9625,2019,CIV-PLS13 ,1F-3,S,18,24,5,47,False,False,0,0,3.0,0.0,3.0,True
16923,1369.0,es_9761,2019,CIV-PLS13 ,,N,13,7,6,26,True,False,36,0,0.0,0.0,0.0,False
16924,1370.0,es_9762,2019,CIV-PLS13 ,1F-1,N,11,26,9,46,True,True,0,0,1.0,0.0,1.0,False
